Latin.name,Species,SPPcode,Category,Duration,Growth_Habit,Family,Soil,Height.cm,SLA,LWC,CN,wood_density,Seed mass,DispersalSyndrome,Wind,Unassisted,Adhesive,Animal,Ant,Water,Tumbling,Bird,Mammal,Ballistic
gastridium_ventricosum,gastridium_ventricosum,GASVEN,Monocot,Annual,Graminoid,poaceae,s,18.8,283,0.7283,,,0.07,No_Data,,,,,,,,,,
gaultheria_shallon,gaultheria_shallon,GAUSHA,Dicot,Perennial,"Subshrub, Shrub",ericaceae,n,68.6,116.3,0.6101,45.7,,0.14,BirdMammal,0,0,0,0,0,0,0,1,1,0
genista_monspessulana,genista_monspessulana,GENMON,Dicot,Perennial,Shrub,fabaceae,n,182,275.4,0.7254,13.8,1.24,8.3,No_Data,,,,,,,,,,
geranium_dissectum,geranium_dissectum,GERDIS,Dicot,"Annual, Biennial",Forb/herb,geraniaceae,n,8.3,176.1,0.7937,17.2,,2.28,Ballistic,0,0,0,0,0,0,0,0,0,1
geranium_dissectum,geranium_dissectum,GERDIS,Dicot,"Annual, Biennial",Forb/herb,geraniaceae,s,13.6,212,0.7959,16.3,,2.28,Ballistic,0,0,0,0,0,0,0,0,0,1
geranium_molle,geranium_molle,GERMOL,Dicot,"Annual, Biennial, Perennial",Forb/herb,geraniaceae,n,16.6,570.4,0.8302,14.8,,1.09,Ballistic,0,0,0,0,0,0,0,0,0,1
gilia_capitata,gilia_capitata,GILCAP,Dicot,"Annual, Perennial",Forb/herb,polemoniaceae,s,24.8,170.8,0.8276,16.3,,0.24,Unassisted,0,1,0,0,0,0,0,0,0,0
gilia_tricolor,gilia_tricolor,GILTRI,Dicot,Annual,Forb/herb,polemoniaceae,n,14.7,167.6,0.8178,20.5,,0.47,Unassisted,0,1,0,0,0,0,0,0,0,0
gilia_tricolor,gilia_tricolor,GILTRI,Dicot,Annual,Forb/herb,polemoniaceae,s,10,252.4,0.8254,25.1,,0.47,Unassisted,0,1,0,0,0,0,0,0,0,0
githopsis_specularioides,githopsis_specularioides,GITSPE,Dicot,Annual,Forb/herb,campanulaceae,n,2.1,194.7,0.4688,28.1,,,Unassisted,0,1,0,0,0,0,0,0,0,0
githopsis_specularioides,githopsis_specularioides,GITSPE,Dicot,Annual,Forb/herb,campanulaceae,s,3.9,305.7,0.7228,19.6,,,Unassisted,0,1,0,0,0,0,0,0,0,0
goodyera_oblongifolia,goodyera_oblongifolia,GOOOBL,Monocot,Perennial,Forb/herb,orchidaceae,n,3.4,171,0.8517,28.8,,0,UnassistedWind,1,1,0,0,0,0,0,0,0,0
goodyera_oblongifolia,goodyera_oblongifolia,GOOOBL,Monocot,Perennial,Forb/herb,orchidaceae,s,26.5,136.1,0.8482,27.7,,0,UnassistedWind,1,1,0,0,0,0,0,0,0,0
grindelia_camporum,grindelia_camporum,GRICAM,Dicot,Perennial,"Subshrub, Forb/herb",asteraceae,n,66.6,124.2,0.6845,19.7,,1.07,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
grindelia_camporum,grindelia_camporum,GRICAM,Dicot,Perennial,"Subshrub, Forb/herb",asteraceae,s,36.5,154.8,0.7715,16.3,,1.07,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
guillenia_lasiophylla,guillenia_lasiophylla,GUILAS,Dicot,Annual,Forb/herb,brassicaceae,n,21.6,175.8,0.7735,19.5,,,No_Data,,,,,,,,,,
guillenia_lasiophylla,guillenia_lasiophylla,GUILAS,Dicot,Annual,Forb/herb,brassicaceae,s,24.3,196.9,0.8412,,,,No_Data,,,,,,,,,,
hackelia_micrantha,hackelia_micrantha,HACMIC,Dicot,Perennial,Forb/herb,boraginaceae,n,48.4,467.7,0.8742,11.2,,2.7,Adhesive,0,0,1,0,0,0,0,0,0,0
hastingsia_serpentinicola,hastingsia_serpentinicola,HASSER,Monocot,Perennial,Forb/herb,liliaceae,s,17.5,74.5,0.7449,20.2,,,No_Data,,,,,,,,,,
hazardia_squarrosa,hazardia_squarrosa,HAZSQU,Dicot,Perennial,"Subshrub, Shrub",asteraceae,s,51.2,91.5,0.6091,23.2,0.52,,No_Data,,,,,,,,,,
hazardia_squarrosa,hazardia_squarrosa,HAZSQU,Dicot,Perennial,"Subshrub, Shrub",asteraceae,n,45.1,74.3,0.6069,33.9,0.46,,No_Data,,,,,,,,,,
hazardia_whitneyii_var_whitneyii,hazardia_whitneyii,HAZWHI,Dicot,,Forb/herb,,n,27.4,120.5,0.6562,27.4,,,No_Data,,,,,,,,,,
hazardia_whitneyii_var_whitneyii,hazardia_whitneyii,HAZWHI,,,Forb/herb,,s,15,122.9,0.6899,18,,,No_Data,,,,,,,,,,
helenium_bigelovii,helenium_bigelovii,HELBIG,Dicot,Perennial,Forb/herb,asteraceae,s,72.5,136.6,0.8661,14.8,,0.93,Wind,1,0,0,0,0,0,0,0,0,0
helianthella_californica,helianthella_californica,HELCAL,Dicot,Perennial,Forb/herb,asteraceae,n,40,174.9,0.7712,16.8,,5.3,No_Data,,,,,,,,,,
helianthemum_scoparium,helianthemum_scoparium,HELSCO,Dicot,Perennial,"Subshrub, Shrub",cistaceae,n,18.3,251.7,0.8086,15.8,,0.31,Unassisted,0,1,0,0,0,0,0,0,0,0
helianthemum_scoparium,helianthemum_scoparium,HELSCO,Dicot,Perennial,"Subshrub, Shrub",cistaceae,s,22.4,97.3,0.4737,40,,0.31,Unassisted,0,1,0,0,0,0,0,0,0,0
helianthus_exilis,helianthus_exilis,HELEXI,Dicot,Annual,Forb/herb,asteraceae,s,57,195.1,0.8708,12.1,,,Unassisted,0,1,0,0,0,0,0,0,0,0
hemizonia_congesta,hemizonia_congesta,HEMCON,Dicot,Annual,Forb/herb,asteraceae,n,35.6,225.6,0.8295,16.1,,0.59,Unassisted,0,1,0,0,0,0,0,0,0,0
hemizonia_congesta,hemizonia_congesta,HEMCON,Dicot,Annual,Forb/herb,asteraceae,s,63.6,175.3,0.8464,15.5,,0.59,Unassisted,0,1,0,0,0,0,0,0,0,0
hesperevax_sparsiflora,hesperevax_sparsiflora,HESSPA,Dicot,Annual,Forb/herb,asteraceae,n,5,350.1,0.759,16.5,,0.29,No_Data,,,,,,,,,,
hesperevax_sparsiflora,hesperevax_sparsiflora,HESSPA,Dicot,Annual,Forb/herb,asteraceae,s,4.7,355,0.7812,20.6,,0.29,No_Data,,,,,,,,,,
hesperolinon_californicum,hesperolinon_californicum,HESCAL,Dicot,Annual,Forb/herb,linaceae,s,16.7,182,0.8212,20.5,,,No_Data,,,,,,,,,,
hesperolinon_disjunctum,hesperolinon_disjunctum,HESDIS,Dicot,Annual,Forb/herb,linaceae,s,19.4,147.2,0.7844,28.8,,,No_Data,,,,,,,,,,
hesperolinon_micranthum,hesperolinon_micranthum,HESMIC,Dicot,Annual,Forb/herb,linaceae,n,6,185.5,0.8007,23.9,,0.3,No_Data,,,,,,,,,,
hesperolinon_micranthum,hesperolinon_micranthum,HESMIC,Dicot,Annual,Forb/herb,linaceae,s,5.4,152.5,0.4737,14,,0.3,No_Data,,,,,,,,,,
hesperolinon_serpentinum,hesperolinon_serpentinum,HESSER,Dicot,Annual,Forb/herb,linaceae,s,27.2,315.9,0.8717,,,,No_Data,,,,,,,,,,
hesperolinon_spergulinum,hesperolinon_spergulinum,HESSPE,Dicot,Annual,Forb/herb,linaceae,s,41.2,244.1,0.8579,16.4,,1.57,No_Data,,,,,,,,,,
heteromeles_arbutifolia,heteromeles_arbutifolia,HETARB,Dicot,Perennial,"Tree, Shrub",rosaceae,s,1.9,40.3,0.4585,38.9,0.65,29.8,BirdMammalUnassisted,0,1,0,0,0,0,0,1,1,0
heteromeles_arbutifolia,heteromeles_arbutifolia,HETARB,Dicot,Perennial,"Tree, Shrub",rosaceae,n,2.6,42.3,0.4706,33.3,0.6,29.8,BirdMammalUnassisted,0,1,0,0,0,0,0,1,1,0
hieracium_albiflorum,hieracium_albiflorum,HIEALB,Dicot,Perennial,Forb/herb,asteraceae,n,8.6,315.1,0.8917,18,,0.43,Wind,1,0,0,0,0,0,0,0,0,0
hieracium_albiflorum,hieracium_albiflorum,HIEALB,Dicot,Perennial,Forb/herb,asteraceae,s,5.9,237.5,0.8718,13.7,,0.43,Wind,1,0,0,0,0,0,0,0,0,0
hieracium_scouleri,hieracium_scouleri,HIESCO,Dicot,Perennial,Forb/herb,asteraceae,s,6,195.3,0.8624,13.5,,0.53,Wind,1,0,0,0,0,0,0,0,0,0
holocarpha_virgata,holocarpha_virgata,HOLVIR,Dicot,Annual,Forb/herb,asteraceae,n,24.3,146.7,0.714,18,,1.25,UnassistedWind,1,1,0,0,0,0,0,0,0,0
holocarpha_virgata,holocarpha_virgata,HOLVIR,Dicot,Annual,Forb/herb,asteraceae,s,39,184.4,0.8302,14.1,,1.25,UnassistedWind,1,1,0,0,0,0,0,0,0,0
holodiscus_discolor,holodiscus_discolor,HOLDIS,Dicot,Perennial,Shrub,rosaceae,n,141.4,347.4,0.7192,17.6,0.83,0.23,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
holodiscus_dumosus,holodiscus_dumosus,HOLDUM,Dicot,Perennial,Shrub,rosaceae,s,106,90.1,0.4783,25.1,0.79,,Wind,1,0,0,0,0,0,0,0,0,0
hordeum_brachyantherum,hordeum_brachyantherum,HORBRA,Monocot,Perennial,Graminoid,poaceae,n,54.8,183.6,0.5896,42.9,,2.58,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
hordeum_brachyantherum,hordeum_brachyantherum,HORBRA,Monocot,Perennial,Graminoid,poaceae,s,62.8,325.5,0.7411,28.6,,2.58,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
hordeum_marinum,hordeum_marinum,HORMAR,Monocot,Annual,Graminoid,poaceae,n,17,252.8,0.6675,22.9,,0.88,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
hordeum_marinum,hordeum_marinum,HORMAR,Monocot,Annual,Graminoid,poaceae,s,15,263.3,0.7066,18.9,,0.88,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
hordeum_murinum,hordeum_murinum,HORMUR,Monocot,Annual,Graminoid,poaceae,n,42.4,390.8,0.7335,22.9,,3.24,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
hordeum_murinum,hordeum_murinum,HORMUR,Monocot,Annual,Graminoid,poaceae,s,45.8,305.1,0.7494,18.9,,3.24,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
horkelia_sericata,horkelia_sericata,HORSER,Dicot,Perennial,Forb/herb,rosaceae,s,5.8,92.9,0.6933,22.2,,2.17,No_Data,,,,,,,,,,
hydrophyllum_fendleri,hydrophyllum_fendleri,HYDFEN,Dicot,Perennial,Forb/herb,boraginaceae,n,22,477.1,0.914,8.9,,,Unassisted,0,1,0,0,0,0,0,0,0,0
hydrophyllum_occidentale,hydrophyllum_occidentale,HYDOCC,Dicot,Perennial,Forb/herb,boraginaceae,n,18.4,494.4,0.9114,11.5,,11.12,Unassisted,0,1,0,0,0,0,0,0,0,0
hypericum_concinnum,hypericum_concinnum,HYPCON,Dicot,Perennial,"Subshrub, Forb/herb",clusiaceae,n,26.3,177.4,0.7024,30.1,,0.26,WindMammal,1,0,0,0,0,0,0,0,1,0
hypericum_concinnum,hypericum_concinnum,HYPCON,Dicot,Perennial,"Subshrub, Forb/herb",clusiaceae,s,17.7,206.2,0.7525,20.6,,0.26,WindMammal,1,0,0,0,0,0,0,0,1,0
hypericum_perforatum,hypericum_perforatum,HYPPER,Dicot,Perennial,Forb/herb,clusiaceae,n,39.3,297.8,0.7557,14.5,,0.2,WindMammal,1,0,0,0,0,0,0,0,1,0
hypericum_perforatum,hypericum_perforatum,HYPPER,Dicot,Perennial,Forb/herb,clusiaceae,s,59.8,252,0.7286,20.8,,0.2,WindMammal,1,0,0,0,0,0,0,0,1,0
hypochaeris_glabra,hypochaeris_glabra,HYPGLA,Dicot,Annual,Forb/herb,asteraceae,n,5.1,222.7,0.8952,18,,0.69,Wind,1,0,0,0,0,0,0,0,0,0
hypochaeris_glabra,hypochaeris_glabra,HYPGLA,Dicot,Annual,Forb/herb,asteraceae,s,2.3,236.3,0.8847,20.1,,0.69,Wind,1,0,0,0,0,0,0,0,0,0
hypochaeris_radicata,hypochaeris_radicata,HYPRAD,Dicot,Perennial,Forb/herb,asteraceae,n,9.5,229.5,0.8879,19.1,,0.8,Wind,1,0,0,0,0,0,0,0,0,0
hypochaeris_radicata,hypochaeris_radicata,HYPRAD,Dicot,Perennial,Forb/herb,asteraceae,s,14.2,246.8,0.8989,16.8,,0.8,Wind,1,0,0,0,0,0,0,0,0,0
iris_bracteata,iris_bracteata,IRIBRA,Monocot,Perennial,Forb/herb,iridaceae,s,27.8,47.6,0.6258,39.7,,9.72,Water,0,0,0,0,0,1,0,0,0,0
iris_chrysophylla,iris_chrysophylla,IRICHR,Monocot,Perennial,Forb/herb,iridaceae,n,9.6,182.8,0.7477,17.1,,8.45,Water,0,0,0,0,0,1,0,0,0,0
iris_chrysophylla,iris_chrysophylla,IRICHR,Monocot,Perennial,Forb/herb,iridaceae,s,21.9,74.6,0.7388,31.1,,8.45,Water,0,0,0,0,0,1,0,0,0,0
iris_douglasiana,iris_douglasiana,IRIDOU,Monocot,Perennial,Forb/herb,iridaceae,s,21.7,111.2,0.7505,25.7,,20.85,Water,0,0,0,0,0,1,0,0,0,0
iris_macrosiphon,iris_macrosiphon,IRIMAC,Monocot,Perennial,Forb/herb,iridaceae,n,32,91.3,0.7261,21.2,,,Water,0,0,0,0,0,1,0,0,0,0
iris_macrosiphon,iris_macrosiphon,IRIMAC,Monocot,Perennial,Forb/herb,iridaceae,s,28.6,94.5,0.6877,26.8,,,Water,0,0,0,0,0,1,0,0,0,0
isocoma_menziesii,isocoma_menziesii,ISOMEN,Dicot,Perennial,Subshrub,asteraceae,s,30.3,84.8,0.6908,21.8,0.52,0.56,No_Data,,,,,,,,,,
juniperus_californica,juniperus_californica,JUNCAL,Gymnosperm,Perennial,"Tree, Shrub",cupressaceae,n,403,26.5,0.1216,,1.25,62.8,No_Data,,,,,,,,,,
juniperus_californica,juniperus_californica,JUNCAL,Gymnosperm,Perennial,"Tree, Shrub",cupressaceae,s,341,44.2,0.1333,43,0.66,62.8,No_Data,,,,,,,,,,
juniperus_communis,juniperus_communis,JUNCOM,Gymnosperm,Perennial,"Tree, Shrub",cupressaceae,s,16.5,42.1,0.3699,60.3,0.64,23.3,Bird,0,0,0,0,0,0,0,1,0,0
juniperus_occidentalis,juniperus_occidentalis,JUNOCC,Gymnosperm,Perennial,Tree,cupressaceae,s,810,22.1,0.1233,30.4,0.72,60,No_Data,,,,,,,,,,
keckiella_breviflora,keckiella_breviflora,KECBRE,Dicot,Perennial,"Shrub, Subshrub",scrophulariaceae,n,106.6,130.9,0.6223,37.5,0.46,0.15,Unassisted,0,1,0,0,0,0,0,0,0,0
keckiella_lemonii,keckiella_lemonii,KECLEM,Dicot,Perennial,shrub,scrophulariaceae,s,101.1,138.5,0.6196,42.5,0.49,,No_Data,,,,,,,,,,
koeleria_macrantha,koeleria_macrantha,KOEMAC,Monocot,Perennial,Graminoid,poaceae,s,54.8,182.6,0.6893,32.1,,0.3,Adhesive,0,0,1,0,0,0,0,0,0,0
lactuca_serriola,lactuca_serriola,LACSER,Dicot,"Annual, Biennial",Forb/herb,asteraceae,n,18.4,317.1,0.8694,20.8,,0.58,Wind,1,0,0,0,0,0,0,0,0,0
lactuca_serriola,lactuca_serriola,LACSER,Dicot,"Annual, Biennial",Forb/herb,asteraceae,s,26.3,313,0.8508,13.3,,0.58,Wind,1,0,0,0,0,0,0,0,0,0
lagophylla_minor,lagophylla_minor,LAGMIN,Dicot,Annual,Forb/herb,asteraceae,n,15.2,213.6,0.8208,18.8,,0.26,Unassisted,0,1,0,0,0,0,0,0,0,0
lagophylla_minor,lagophylla_minor,LAGMIN,Dicot,Annual,Forb/herb,asteraceae,s,9.5,177,0.8442,23.4,,0.26,Unassisted,0,1,0,0,0,0,0,0,0,0
lasthenia_californica,lasthenia_californica,LASCAL,Dicot,"Annual, Perennial",Forb/herb,asteraceae,n,17.5,433.9,0.8817,,,0.08,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
lasthenia_californica,lasthenia_californica,LASCAL,Dicot,"Annual, Perennial",Forb/herb,asteraceae,s,9.1,257,0.8533,16.3,,0.08,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
lathyrus_polyphyllus,lathyrus_polyphyllus,LATPOL,Dicot,Perennial,"Vine, Forb/herb",fabaceae,n,48.8,351.5,0.7938,7.7,,,Unassisted,0,1,0,0,0,0,0,0,0,0
lathyrus_vestitus,lathyrus_vestitus,LATVES,Dicot,Perennial,"Vine, Forb/herb",fabaceae,n,96.6,248.2,0.7929,8.2,,22.71,Unassisted,0,1,0,0,0,0,0,0,0,0
lathyrus_vestitus,lathyrus_vestitus,LATVES,Dicot,Perennial,"Vine, Forb/herb",fabaceae,s,35,213,0.7446,13.6,,22.71,Unassisted,0,1,0,0,0,0,0,0,0,0
layia_chrysanthemoides,layia_chrysanthemoides,LAYCHR,Dicot,Annual,Forb/herb,asteraceae,n,17,300.9,0.8459,24.4,,0.74,No_Data,,,,,,,,,,
layia_platyglossa,layia_platyglossa,LAYPLA,Dicot,Annual,Forb/herb,asteraceae,n,14.4,316.4,0.8517,19.2,,0.75,Wind,1,0,0,0,0,0,0,0,0,0
layia_platyglossa,layia_platyglossa,LAYPLA,Dicot,Annual,Forb/herb,asteraceae,s,37.7,327,0.8722,20.1,,0.75,Wind,1,0,0,0,0,0,0,0,0,0
lepidium_nitidum,lepidium_nitidum,LEPNIT,Dicot,Annual,Forb/herb,brassicaceae,n,5.1,311.2,0.8084,16.5,,0.62,Unassisted,0,1,0,0,0,0,0,0,0,0
lepidium_nitidum,lepidium_nitidum,LEPNIT,Dicot,Annual,Forb/herb,brassicaceae,s,10.8,159.4,0.7883,19.5,,0.62,Unassisted,0,1,0,0,0,0,0,0,0,0
lessingia_filaginifolia_var_californica,lessingia_filaginifolia,LESFIL,Dicot,,Forb/herb,asteraceae,n,3.7,171.8,0.6803,22.7,,,No_Data,,,,,,,,,,
lessingia_ramulosa,lessingia_ramulosa,LESRAM,Dicot,Annual,Forb/herb,asteraceae,s,19.6,227.7,0.7569,17.4,,0.7,TumblingWind,1,0,0,0,0,0,1,0,0,0
lewisia_oppositifolia,lewisia_oppositifolia,LEWOPP,Dicot,Perennial,Forb/herb,portulacaceae,s,12.3,104,0.9077,26.2,,,Wind,1,0,0,0,0,0,0,0,0,0
ligusticum_apiifolium,ligusticum_apiifolium,LIGAPI,Dicot,Perennial,Forb/herb,apiaceae,s,38.2,109.4,0.7423,19.8,,5.08,Wind,1,0,0,0,0,0,0,0,0,0
ligusticum_grayii,ligusticum_grayii,LIGGRA,Dicot,,Forb/herb,apiaceae,n,27.9,177,0.7931,12,,,Wind,1,0,0,0,0,0,0,0,0,0
lilium_bolanderi,lilium_bolanderi,LILBOL,Monocot,Perennial,Forb/herb,liliaceae,s,41.5,214.9,0.8663,18.7,,,Wind,1,0,0,0,0,0,0,0,0,0
lilium_columbianum,lilium_columbianum,LILCOL,Monocot,Perennial,Forb/herb,liliaceae,n,66.5,369.7,0.891,14.1,,2.54,Wind,1,0,0,0,0,0,0,0,0,0
linanthus_bicolor,linanthus_bicolor,LINBIC,Dicot,Annual,Forb/herb,polemoniaceae,n,7.6,283.6,0.805,19.7,,0.96,No_Data,,,,,,,,,,
linanthus_bicolor,linanthus_bicolor,LINBIC,Dicot,Annual,Forb/herb,polemoniaceae,s,3.8,268.2,0.7405,,,0.96,No_Data,,,,,,,,,,
linanthus_ciliatus,linanthus_ciliatus,LINCIL,Dicot,Annual,Forb/herb,polemoniaceae,n,14.4,132.8,0.7969,17.3,,,No_Data,,,,,,,,,,
linanthus_dichotomus,linanthus_dichotomus,LINDIC,Dicot,Annual,Forb/herb,polemoniaceae,s,8.3,183.2,0.8248,20.5,,0.16,No_Data,,,,,,,,,,
linanthus_parviflorus,linanthus_parviflorus,LINPAR,Dicot,Annual,Forb/herb,polemoniaceae,s,5.6,252.2,0.8064,19.6,,0.26,No_Data,,,,,,,,,,
linnaea_borealis_var_longiflora,linnaea_borealis,LINBOR,Dicot,Perennial,"Forb/herb, Subshrub",caprifoliaceae,n,7.6,188.4,0.6664,41.4,,,Adhesive,0,0,1,0,0,0,0,0,0,0
listera_cordata,listera_cordata,LISCOR,Monocot,Perennial,Forb/herb,orchidaceae,n,13.1,518.8,0.9081,15.1,,,Unassisted,0,1,0,0,0,0,0,0,0,0
lithocarpus_densiflora,lithocarpus_densiflora,LITDEN,Dicot,Perennial,Shrub_Tree,fagaceae,n,7.1,63.3,0.5024,47.9,1.43,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
lithocarpus_densiflora_var_echinoides,lithocarpus_densiflora,LITDEN,Dicot,Perennial,Shrub_Tree,fagaceae,s,0.9,45.7,0.4329,49.8,0.65,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
lithophragma_heterophyllum,lithophragma_heterophyllum,LITHET,Dicot,Perennial,Forb/herb,saxifragaceae,n,35.8,412.8,0.8729,16.5,,0.02,UnassistedWind,1,1,0,0,0,0,0,0,0,0
lithospermum_californicum,lithospermum_californicum,LITCAL,Dicot,Perennial,Forb/herb,boraginaceae,s,14.6,120.1,0.785,17.7,,13.68,Unassisted,0,1,0,0,0,0,0,0,0,0
lolium_multiflorum,lolium_multiflorum,LOLMUL,Monocot,Annual,Graminoid,poaceae,n,53.5,252.3,0.7154,21.2,,2.9,AdhesiveBirdUnassisted,0,1,1,0,0,0,0,1,0,0
lolium_multiflorum,lolium_multiflorum,LOLMUL,Monocot,Annual,Graminoid,poaceae,s,49.7,220.5,0.6995,,,2.9,AdhesiveBirdUnassisted,0,1,1,0,0,0,0,1,0,0
lolium_perenne,lolium_perenne,LOLPER,Monocot,"Perennial, Annual",Graminoid,poaceae,s,23.4,279.3,0.7579,25.9,,2,AdhesiveBirdUnassisted,0,1,1,0,0,0,0,1,0,0
lomatium_dasycarpum,lomatium_dasycarpum,LOMDAS,Dicot,Perennial,Forb/herb,apiaceae,n,25.3,72.2,0.739,16.9,,5,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_dasycarpum,lomatium_dasycarpum,LOMDAS,Dicot,Perennial,Forb/herb,apiaceae,s,29.4,127.7,0.827,14.9,,5,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_howellii,lomatium_howellii,LOMHOW,Dicot,Perennial,Forb/herb,apiaceae,s,8.6,122.5,0.8172,18.3,,,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_macrocarpum,lomatium_macrocarpum,LOMMAC,Dicot,Perennial,Forb/herb,apiaceae,s,34.6,130.5,0.7804,16.4,,9.2,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_marginatum,lomatium_marginatum,LOMMAR,Dicot,Perennial,Forb/herb,apiaceae,n,12.2,163.4,0.7211,25.2,,10.17,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_marginatum,lomatium_marginatum,LOMMAR,Dicot,Perennial,Forb/herb,apiaceae,s,21,84.8,0.7663,13,,10.17,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_triternatum,lomatium_triternatum,LOMTRI,Dicot,Perennial,Forb/herb,apiaceae,s,26.7,120.9,0.6987,18.8,,8.64,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_utriculatum,lomatium_utriculatum,LOMUTR,Dicot,Perennial,Forb/herb,apiaceae,n,19.9,145.9,0.7892,15.3,,4.15,Wind,1,0,0,0,0,0,0,0,0,0
lomatium_utriculatum,lomatium_utriculatum,LOMUTR,Dicot,Perennial,Forb/herb,apiaceae,s,11.9,84.9,0.8011,15.7,,4.15,Wind,1,0,0,0,0,0,0,0,0,0
lonicera_conjugialis,lonicera_conjugialis,LONCON,Dicot,Perennial,Shrub,caprifoliaceae,n,107.5,376.8,0.8056,16.1,0.33,4.91,BirdMammal,0,0,0,0,0,0,0,1,1,0
lonicera_hispidula,lonicera_hispidula,LONHIS,Dicot,Perennial,Vine,caprifoliaceae,n,0.5,146.1,0.6361,,0.7,6.88,BirdMammal,0,0,0,0,0,0,0,1,1,0
lonicera_hispidula,lonicera_hispidula,LONHIS,Dicot,Perennial,Vine,caprifoliaceae,s,150.8,158.7,0.6513,25.4,0.49,6.88,BirdMammal,0,0,0,0,0,0,0,1,1,0
lonicera_interrupta,lonicera_interrupta,LONINT,Dicot,Perennial,"Vine, Shrub",caprifoliaceae,n,56.9,131.8,0.6608,32.7,0.57,,BirdMammal,0,0,0,0,0,0,0,1,1,0
lonicera_interrupta,lonicera_interrupta,LONINT,Dicot,Perennial,"Vine, Shrub",caprifoliaceae,s,157.5,108.9,0.6277,29,,,BirdMammal,0,0,0,0,0,0,0,1,1,0
lonicera_subspicata,lonicera_subspicata,LONSUB,Dicot,Perennial,"Vine, Shrub",caprifoliaceae,s,125.5,80,0.5488,41.5,0.62,3.28,No_Data,,,,,,,,,,
lotus_grandiflorus,lotus_grandiflorus,LOTGRA,Dicot,Perennial,"Subshrub, Forb/herb",fabaceae,n,14.4,139.2,0.7599,12.4,,,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_humistratus,lotus_humistratus,LOTHUM,Dicot,Annual,Forb/herb,fabaceae,n,5.6,162.7,0.7839,18.9,,,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_humistratus,lotus_humistratus,LOTHUM,Dicot,Annual,Forb/herb,fabaceae,s,7.5,138.1,0.8152,15.8,,,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_micranthus,lotus_micranthus,LOTMIC,Dicot,Annual,Forb/herb,fabaceae,n,13.6,267.1,0.7775,8.8,,2.29,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_micranthus,lotus_micranthus,LOTMIC,Dicot,Annual,Forb/herb,fabaceae,s,15.9,292.1,0.8213,13.3,,2.29,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_purshianus,lotus_purshianus,LOTPUR,Dicot,Annual,Forb/herb,fabaceae,s,16.8,333.1,0.8239,15.4,,2.63,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_scoparius,lotus_scoparius,LOTSCO,Dicot,Perennial,Subshrub,fabaceae,s,56,57.9,0.7504,17.4,,0.73,Unassisted,0,1,0,0,0,0,0,0,0,0
lotus_wrangelianus,lotus_wrangelianus,LOTWRA,Dicot,Annual,Forb/herb,fabaceae,n,9.7,238.3,0.8558,11.2,,1.08,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lotus_wrangelianus,lotus_wrangelianus,LOTWRA,Dicot,Annual,Forb/herb,fabaceae,s,5.9,195.7,0.8276,12.5,,1.08,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
lupinus_albicaulis,lupinus_albicaulis,LUPALB,Dicot,Annual,Forb/herb,fabaceae,n,35.1,252.7,0.8509,8.2,,,Ballistic,0,0,0,0,0,0,0,0,0,1
lupinus_albifrons,lupinus_albifrons,LUPALB2,Dicot,Perennial,"Subshrub, Shrub",fabaceae,n,58,84.4,0.7278,20.2,0.52,27.52,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_albifrons,lupinus_albifrons,LUPALB2,Dicot,Perennial,"Subshrub, Shrub",fabaceae,s,74.5,111.7,0.7763,11.8,0.23,27.52,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_bicolor,lupinus_bicolor,LUPBIC,Dicot,Annual,Forb/herb,fabaceae,n,35.8,166.3,0.8247,11.5,,8.53,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
